Lambeth Invoices Over Specified Nett Amount,,,,,
,,,,,
Report Date:† 02/07/2012† 16:59:18,,,,,
,,,,,
Parameters: ,,,,,
Invoice Approval Date From:† 01-JUN-2012,,,,,
Invoice Approval Date To:††††† 30-JUN-2012,,,,,
Invoice Threshold Nett Amt:†† 500,,,,,
,,,,,
Body,Department,Supplier Name,Invoice Creation Date,Invoice Nett Amount,Subj Description
Lambeth,Children and Young People's Service,Sherico Care Homes Ltd,07/06/2012,11071.34,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Sherico Care Homes Ltd,07/06/2012,6171.36,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sherico Care Homes Ltd,07/06/2012,9742.99,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Sherico Care Homes Ltd,07/06/2012,5657.22,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Sherico Care Homes Ltd,29/05/2012,9742.99,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sherwood Cars Ltd.,01/06/2012,8046.75,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Sherwood Cars Ltd.,12/06/2012,6041.70,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Sherwood Cars Ltd.,21/06/2012,6874.00,HOME TO SCHOOL TRANSPORT
Lambeth,"Housing, Regeneration and Environment",SHW Heating Limited,25/04/2012,2791.00,GRANTS-MISC ITEMS CS
Lambeth,Adults' and Community Services,Significant Ltd,21/06/2012,1370.40,REACTIVE MAINTENANCE
Lambeth,Adults' and Community Services,Single Homeless Project,08/06/2012,72640.00,FLOATING SUPPORT SERVICES
Lambeth,"Housing, Regeneration and Environment",Sir Frederick Snow & Partners Ltd,01/06/2012975,DAY TO DAY & RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Sir Frederick Snow & Partners Ltd,07/06/2012,1480.16,DAY TO DAY & RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Sir Frederick Snow & Partners Ltd,07/06/2012975,DAY TO DAY & RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Sir Frederick Snow & Partners Ltd,29/05/2012975,DAY TO DAY & RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Sita UK Ltd,18/06/2012,5559.90,LICENSES & LEVIES
Lambeth,Children and Young People's Service,Skillforce Developments Ltd,31/05/2012,8000.00,PROFESSIONAL FEES AND CHARGES
Lambeth,"Housing, Regeneration and Environment",SKM Colin Buchanan,01/06/2012,5636.00,HIRED & CONTRACTED SERVICES - GENERAL
Lambeth,Children and Young People's Service,Smart Teachers,12/06/2012990,AGENCY STAFF - OFFICERS
Lambeth,Children and Young People's Service,Smart Teachers,12/06/2012990,AGENCY STAFF - OFFICERS
Lambeth,Children and Young People's Service,Smart Teachers,12/06/2012990,AGENCY STAFF - OFFICERS
Lambeth,Children and Young People's Service,Smart Teachers,21/06/2012990,AGENCY STAFF - OFFICERS
Lambeth,Children and Young People's Service,Smart Teachers,29/05/2012990,AGENCY STAFF - OFFICERS
Lambeth,Children and Young People's Service,Smart Teachers,29/05/2012792,AGENCY STAFF - OFFICERS
Lambeth,"Housing, Regeneration and Environment",SmartSoil Ltd,25/06/2012856,MATERIALS - GENERAL
Lambeth,Children and Young People's Service,Snow-Camp,23/05/2012,4666.55,GRANTS
Lambeth,Office of the Chief Executive/Finance and Resources,Social Enterprise London,21/06/2012,1125.00,Capital Ambition Direct Trf to Organisation from Accountable Body
Lambeth,Office of the Chief Executive/Finance and Resources,Socitm Ltd,13/06/2012,8125.00,CONSULTANCY
Lambeth,Children and Young People's Service,Soderholm & Associates,12/06/2012,2180.50,PROFESSIONAL FEES AND CHARGES
Lambeth,Children and Young People's Service,Soderholm & Associates,12/06/2012,3604.50,PROFESSIONAL FEES AND CHARGES
Lambeth,Adults' and Community Services,Solace Community Care Ltd,27/06/2012792.36,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Solace Community Care Ltd,27/06/2012815.32,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Solace Community Care Ltd,27/06/2012,2433.94,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Solace Women's Aid,08/06/2012,29741.44,ACCOMMODATION BASED SERVICES
Lambeth,Children and Young People's Service,Solace Women's Aid,21/06/2012,5833.50,GRANTS
Lambeth,Adults' and Community Services,Solo Building and Maintenance Services,13/06/2012,2365.00,REACTIVE MAINTENANCE
Lambeth,Adults' and Community Services,Solo Building and Maintenance Services,18/06/2012650,REACTIVE MAINTENANCE
Lambeth,Adults' and Community Services,Solo Building and Maintenance Services,25/05/2012,3902.50,REACTIVE MAINTENANCE
Lambeth,Adults' and Community Services,Solo Building and Maintenance Services,29/05/2012,1004.00,REACTIVE MAINTENANCE
Lambeth,Adults' and Community Services,Solo Building and Maintenance Services,29/05/2012,3902.50,REACTIVE MAINTENANCE
Lambeth,Adults' and Community Services,Solo Building and Maintenance Services,29/05/2012631,REACTIVE MAINTENANCE
Lambeth,Adults' and Community Services,Solor Care Group Ltd,25/06/2012,5218.76,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Solor Care Group Ltd,25/06/2012,5422.41,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Solor Care Group Ltd,25/06/2012,6917.40,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Solor Care Group Ltd,25/06/2012,5995.76,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Solor Care Group Ltd,25/06/2012,5794.16,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Solor Care Group Ltd,25/06/2012,7192.84,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Solor Care Group Ltd,25/06/2012,5890.76,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Solor Care Group Ltd,25/06/2012,5760.56,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Solor Care Group Ltd,25/06/2012,6881.96,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Solor Care Group Ltd,25/06/2012,7413.39,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Solor Care Group Ltd,25/06/2012,5309.53,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Adults' and Community Services,Solor Care Group Ltd,25/06/2012,5923.89,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Solor Care Group Ltd,25/06/2012,7005.22,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Solor Care Group Ltd,25/06/2012,8462.14,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Somali Carers Project,11/06/2012728.16,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Somali Carers Project,11/06/2012,6900.00,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Somali Carers Project,19/06/2012696.28,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Somali Carers Project,20/06/2012,6645.04,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Children and Young People's Service,South East London Family Mediation Bureau,29/05/2012745.5,LEGAL FEES
Lambeth,Children and Young People's Service,South East London Family Mediation Bureau,29/05/2012,2878.00,LEGAL FEES
Lambeth,Adults' and Community Services,South London YMCA,08/06/2012,10487.80,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,South London YMCA,08/06/2012,22625.16,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,South London YMCA,08/06/2012,6118.44,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,South London YMCA,08/06/2012,4415.16,ACCOMMODATION BASED SERVICES
Lambeth,Children and Young People's Service,South London YMCA,14/06/2012629.3,ROOM AND HALL HIRE
Lambeth,Children and Young People's Service,South London YMCA,20/06/2012526.75,ROOM AND HALL HIRE
Lambeth,Children and Young People's Service,South London YMCA,20/06/2012535.75,ROOM AND HALL HIRE
Lambeth,Adults' and Community Services,South Thames Crossroads,28/02/2012,18463.00,VOLUNTARY ORGANISATIONS AGENCY SERVICES
Lambeth,Children and Young People's Service,South Thames Crossroads,18/06/2012,2585.50,GRANTS
Lambeth,Children and Young People's Service,Southern Adolescent Care Services Ltd,07/06/2012,11785.80,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Southern Care Ltd,07/06/2012,10414.29,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Southern Care Ltd,11/06/2012,10414.29,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Southern Care Ltd,11/06/2012,4860.00,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Southern Care Ltd,15/06/2012,1388.57,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Southern Care Ltd,15/06/2012,10414.29,PRIVATE RESIDENTIAL HOMES
Lambeth,Adults' and Community Services,Southside Partnership,08/06/2012,2571.76,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Southside Partnership,08/06/2012,37480.88,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Southside Partnership,08/06/2012,2218.36,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Southside Partnership,08/06/2012,6191.32,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Southside Partnership,08/06/2012,4949.12,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Southside Partnership,08/06/2012,4720.48,FLOATING SUPPORT SERVICES
Lambeth,Adults' and Community Services,Southside Partnership,08/06/2012,1506.84,FLOATING SUPPORT SERVICES
Lambeth,Adults' and Community Services,Southside Partnership,08/06/2012,12167.88,RESETTLEMENT SERVICE
Lambeth,Adults' and Community Services,Southside Partnership,08/06/2012,2519.52,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Southside Partnership,08/06/2012,34000.00,FLOATING SUPPORT SERVICES
Lambeth,Adults' and Community Services,Southside Partnership,08/06/2012,5305.12,FLOATING SUPPORT SERVICES
Lambeth,Adults' and Community Services,Southside Partnership,11/06/2012574.4,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,2800.80,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,7569.71,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,6380.87,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,7002.99,RESIDENTIAL CARE VOLUNTARY BLOCK
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,10102.24,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,6808.27,RESIDENTIAL CARE VOLUNTARY BLOCK
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,4314.27,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,4264.22,RESIDENTIAL CARE VOLUNTARY BLOCK
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,4812.30,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,5436.61,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,5436.61,RESIDENTIAL CARE VOLUNTARY BLOCK
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,5253.48,RESIDENTIAL CARE VOLUNTARY BLOCK
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,7569.71,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,5253.48,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,6907.78,RESIDENTIAL CARE VOLUNTARY BLOCK
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,7569.71,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,7169.28,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,6858.18,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012778.23,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Southside Partnership,25/06/2012,5253.48,RESIDENTIAL CARE VOLUNTARY BLOCK
Lambeth,Adults' and Community Services,Southside Partnership,27/06/2012,2007.93,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Southside Partnership,27/06/2012,4857.92,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Southside Partnership,27/06/2012,5590.20,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Southside Partnership,27/06/2012,5054.40,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Children and Young People's Service,Southwark Newspaper Ltd,12/06/2012,1400.00,ADVERTISING
Lambeth,"Housing, Regeneration and Environment",Southwark Newspaper Ltd,12/06/2012,3320.00,STATUTORY NOTICES
Lambeth,"Housing, Regeneration and Environment",Southwark Newspaper Ltd,12/06/2012780,STATUTORY NOTICES
Lambeth,"Housing, Regeneration and Environment",Southwark Newspaper Ltd,29/06/2012,2440.00,STATUTORY NOTICES
Lambeth,Office of the Chief Executive/Finance and Resources,SP Fleet Limited,12/06/2012,2330.00,VEHICLE REPAIR & MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,SP Fleet Limited,12/06/2012,2330.00,VEHICLE REPAIR & MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,SP Fleet Limited,12/06/2012,2330.00,VEHICLE REPAIR & MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,SP Fleet Limited,12/06/2012,2330.00,VEHICLE REPAIR & MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,SP Fleet Limited,12/06/2012679.13,VEHICLE REPAIR & MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,SP Fleet Limited,12/06/2012,1710.86,VEHICLE REPAIR & MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,SP Fleet Limited,12/06/2012996.23,VEHICLE REPAIR & MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,SP Fleet Limited,12/06/2012,1039.00,VEHICLE REPAIR & MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,SP Fleet Limited,12/06/2012875.88,VEHICLE REPAIR & MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,SP Fleet Limited,22/06/2012,1851.73,VEHICLE REPAIR & MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,SP Fleet Limited,22/06/2012,1039.00,VEHICLE REPAIR & MAINTENANCE
Lambeth,Children and Young People's Service,Specialised Orthotic Services Ltd,07/06/2012551.8,EQUIPMENT - OTHER
Lambeth,Office of the Chief Executive/Finance and Resources,Specialist Computer Centers Plc,07/06/2012,4673.20,COMPUTER EQUIPMENT PURCHASE
Lambeth,Office of the Chief Executive/Finance and Resources,Specialist Computer Centers Plc,11/04/2012,5849.88,COMPUTER HARDWARE
Lambeth,Office of the Chief Executive/Finance and Resources,Specialist Computer Centers Plc,11/04/2012,9359.88,COMPUTER HARDWARE
Lambeth,Office of the Chief Executive/Finance and Resources,Specialist Computer Centers Plc,12/06/2012,8550.00,CONSULTANCY
Lambeth,Office of the Chief Executive/Finance and Resources,Specialist Computer Centers Plc,15/06/2012,6327.00,COMPUTER EQUIPMENT PURCHASE
Lambeth,Office of the Chief Executive/Finance and Resources,Specialist Computer Centers Plc,15/06/2012,2150.00,CONSULTANCY
Lambeth,Office of the Chief Executive/Finance and Resources,Specialist Computer Centers Plc,29/06/2012,2460.50,COMPUTER EQUIPMENT PURCHASE
Lambeth,Children and Young People's Service,Springfield Road Ltd,18/06/2012,14392.68,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,St Christophers Fellowship,17/05/2012,3527.14,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,St Christophers Fellowship,21/06/2012,3214.29,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,St Christophers Fellowship,21/06/2012,3214.29,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,St Christophers Fellowship,21/06/2012,5142.86,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,St Christophers Fellowship,21/06/2012,3214.29,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,St Christophers Fellowship,21/06/2012,3214.29,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,St Christophers Fellowship,21/06/2012,5422.71,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,St Christophers Fellowship,21/06/2012,3214.29,INDEPENDENT FOSTERING
Lambeth,Adults' and Community Services,St Davids Care In The Community,18/06/2012,3090.21,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,St Davids Care In The Community,18/06/2012,2265.90,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,St Davids Care In The Community,18/06/2012,2265.90,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,St Davids Care In The Community,18/06/2012,2265.90,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,St Elizabeth's Centre,18/06/2012,4422.09,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,St Helens Lodge,25/06/2012,1354.03,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,St Johns Nursing Home Ltd,25/06/2012,1656.13,NURSING CARE - RNCC - OTHER PCTS
Lambeth,Adults' and Community Services,St Martin Of Tours Housing Association,08/06/2012,12237.08,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,St Mary's Care Ltd,25/06/2012,1855.16,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,St Mary's Care Ltd,25/06/2012,1800.60,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,St Mary's Care Ltd,25/06/2012,1922.96,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,St Mary's Care Ltd,25/06/2012,1816.75,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,St Mary's Care Ltd,25/06/2012,2341.29,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,St Mary's Care Ltd,25/06/2012741.51,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,St Mary's Care Ltd,25/06/2012,4709.57,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,St Marys Lodge,25/06/2012,1379.14,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,St Marys Lodge,25/06/2012,1379.14,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,St Marys Lodge,25/06/2012,1087.11,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,St Marys Lodge,25/06/2012,1890.00,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,St Marys Lodge,25/06/2012,1379.14,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,St Marys Lodge,25/06/2012,1829.14,NURSING CARE - RNCC - OTHER PCTS
Lambeth,Adults' and Community Services,St Marys Lodge,25/06/2012,1263.43,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Children and Young People's Service,St Michaels Fellowship,25/05/2012,5000.00,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,St Michaels Fellowship,25/05/2012,4051.25,PRIVATE RESIDENTIAL HOMES
Lambeth,Adults' and Community Services,St Mungo Association,08/06/2012,21186.88,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,St Mungo Association,08/06/2012,4739.16,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,St Mungo Association,08/06/2012,1951.44,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,St Mungo Association,08/06/2012,9292.48,STREET POPULATION OUTREACH
Lambeth,Adults' and Community Services,St Mungo Association,08/06/2012,16380.00,ACCOMMODATION BASED SERVICES
Lambeth,Children and Young People's Service,St Nicholas Lodge,01/06/2012,7350.00,PRIVATE RESIDENTIAL HOMES
Lambeth,Adults' and Community Services,Stanholm Residential Care Home for the Elderly,25/06/2012,1185.75,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Stanholm Residential Care Home for the Elderly,25/06/2012,2677.50,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,"Housing, Regeneration and Environment",Staying Put Services,15/06/2012,6006.20,GRANTS-MISC ITEMS CS
Lambeth,"Housing, Regeneration and Environment",Staying Put Services,29/05/2012,12309.00,GRANTS-MISC ITEMS CS
Lambeth,Office of the Chief Executive/Finance and Resources,Steel & Shamash Solicitors,11/06/2012,4775.00,DAMAGES - HOUSING DISREPAIR
Lambeth,Adults' and Community Services,Steeles (Law) LLP,15/06/2012544.5,LEGAL FEES
Lambeth,"Housing, Regeneration and Environment",Steeles (Law) LLP,14/06/2012858,LEGAL FEES
Lambeth,"Housing, Regeneration and Environment",Steeles (Law) LLP,14/06/2012,14832.50,HIRED & CONTRACTED SERVICES - GENERAL
Lambeth,"Housing, Regeneration and Environment",Steeles (Law) LLP,14/06/2012,2446.50,HIRED & CONTRACTED SERVICES - GENERAL
Lambeth,"Housing, Regeneration and Environment",Steeles (Law) LLP,21/06/2012742.5,LEGAL FEES
Lambeth,"Housing, Regeneration and Environment",Steeles (Law) LLP,21/06/2012544.5,LEGAL FEES
Lambeth,"Housing, Regeneration and Environment",Steeles (Law) LLP,29/05/2012610.5,LEGAL FEES
Lambeth,Office of the Chief Executive/Finance and Resources,Steeles (Law) LLP,11/05/2012833,LEGAL FEES
Lambeth,Office of the Chief Executive/Finance and Resources,Steeles (Law) LLP,14/06/2012594,LEGAL FEES
Lambeth,Office of the Chief Executive/Finance and Resources,Steeles (Law) LLP,14/06/2012940.5,LEGAL FEES
Lambeth,Office of the Chief Executive/Finance and Resources,Stephen Fitzpatrick,03/05/2012,2200.00,LEGAL COSTS - COUNSEL
Lambeth,Office of the Chief Executive/Finance and Resources,Stephen Fitzpatrick,15/06/2012950,LEGAL COSTS - COUNSEL
Lambeth,Adults' and Community Services,Sternberg Reed Taylor & Gill Sols,11/06/2012,1149.50,LEGAL FEES
Lambeth,Adults' and Community Services,Sternberg Reed Taylor & Gill Sols,11/06/2012,2935.50,LEGAL FEES
Lambeth,Adults' and Community Services,Sternberg Reed Taylor & Gill Sols,21/05/2012,1281.00,LEGAL FEES
Lambeth,Adults' and Community Services,Sternberg Reed Taylor & Gill Sols,27/04/2012,4675.00,LEGAL FEES
Lambeth,Children and Young People's Service,Sternberg Reed Taylor & Gill Sols,21/06/2012750.5,LEGAL COSTS - COUNSEL
Lambeth,"Housing, Regeneration and Environment",Stockwell Partnership,28/06/2012,3480.00,ENVIRONMENTAL IMPROVEMENTS
Lambeth,Adults' and Community Services,Streetmaster Products,21/06/2012736,EQUIPMENT - OTHER
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,18/06/2012,3125.59,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,18/06/2012,2214.28,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,18/06/2012,3125.59,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,18/06/2012,3064.35,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,18/06/2012,3064.35,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,18/06/2012,3064.35,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,18/06/2012,3125.59,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,18/06/2012,3125.59,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,18/06/2012,3125.59,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,18/06/2012,3125.59,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,18/06/2012,3000.53,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,18/06/2012,3000.53,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,18/06/2012,2129.41,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,21/06/2012,3024.77,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,21/06/2012,2142.85,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,21/06/2012,3024.77,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,21/06/2012,2965.50,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,21/06/2012,2965.50,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,21/06/2012,2965.50,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,21/06/2012,3024.77,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,21/06/2012,3024.77,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,21/06/2012,3024.77,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,21/06/2012,3024.77,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,21/06/2012,2903.74,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,21/06/2012,2903.74,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,21/06/2012,2903.74,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Sunbeam Fostering Agency Ltd,21/06/2012,3064.35,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Supported Fostering Services,21/06/2012,3267.98,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Supported Fostering Services,21/06/2012,3267.98,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Supported Fostering Services,21/06/2012,3267.98,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Supported Fostering Services,21/06/2012,4886.16,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Supported Fostering Services,21/06/2012,3162.57,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Supported Fostering Services,21/06/2012,3162.57,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Supported Fostering Services,21/06/2012,4743.60,INDEPENDENT FOSTERING
